obdA,obdB,bucketIstDay,sharedDistinctSkus,distinctSkusA,distinctSkusB,containment,activeLinesA,activeLinesB,windowA,windowB,targetDateA,targetDateB,routeA,routeB
9108711331,9108700681,2026-08-06,9,13,28,0.692,14,33,1,4,2026-08-08,2026-08-06,Adajan,Vapi
9108711331,9108755000,2026-08-06,1,13,1,1.000,14,1,1,2,2026-08-08,2026-08-06,Adajan,Adajan
9108642079,9108742465,2026-08-06,8,34,9,0.889,40,10,1,4,2026-08-06,2026-08-07,Navsari,Navsari
9108642079,9108755000,2026-08-06,1,34,1,1.000,40,1,1,2,2026-08-06,2026-08-06,Navsari,Adajan
9108742465,9108700681,2026-08-06,8,9,28,0.889,10,33,4,4,2026-08-07,2026-08-06,Navsari,Vapi
9108742465,9108755000,2026-08-06,1,9,1,1.000,10,1,4,2,2026-08-07,2026-08-06,Navsari,Adajan
9108700681,9108755000,2026-08-06,1,28,1,1.000,33,1,4,2,2026-08-06,2026-08-06,Vapi,Adajan
9108738830,9108755000,2026-08-06,1,32,1,1.000,41,1,4,2,2026-08-06,2026-08-06,Vapi,Adajan
9108714138,9108755000,2026-08-06,1,32,1,1.000,41,1,4,2,2026-08-06,2026-08-06,Vapi,Adajan
9108714750,9108755000,2026-08-06,1,12,1,1.000,12,1,2,2,2026-08-06,2026-08-06,Adajan,Adajan
9108725549,9108725548,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725549,9108725546,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725549,9108725542,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725549,9108725540,2026-08-06,1,1,1,1.000,1,1,,1,,2026-08-10,Adajan,Adajan
9108725549,9108725541,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725549,9108725545,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725549,9108725544,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725549,9108725543,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725549,9108725547,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725549,9108723763,2026-08-06,1,1,2,1.000,1,2,,4,,2026-08-06,Adajan,Navsari
9108725549,9108747510,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725549,9108597748,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725549,9108679562,2026-08-06,1,1,1,1.000,1,1,,1,,2026-08-06,Adajan,Adajan
9108725549,9108738832,2026-08-06,1,1,1,1.000,1,1,,1,,2026-08-06,Adajan,Adajan
9108725549,9108725552,2026-08-06,1,1,1,1.000,1,1,,3,,2026-08-06,Adajan,Ghod Dod
9108725549,9108608170,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Ghod Dod
9108725549,9108722382,2026-08-06,1,1,1,1.000,1,1,,2,,2026-08-06,Adajan,Adajan
9108725548,9108725546,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725548,9108725542,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725548,9108725540,2026-08-06,1,1,1,1.000,1,1,,1,,2026-08-10,Adajan,Adajan
9108725548,9108725541,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725548,9108725545,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725548,9108725544,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725548,9108725543,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725548,9108725547,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725548,9108723763,2026-08-06,1,1,2,1.000,1,2,,4,,2026-08-06,Adajan,Navsari
9108725548,9108747510,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725548,9108597748,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725548,9108679562,2026-08-06,1,1,1,1.000,1,1,,1,,2026-08-06,Adajan,Adajan
9108725548,9108738832,2026-08-06,1,1,1,1.000,1,1,,1,,2026-08-06,Adajan,Adajan
9108725548,9108725552,2026-08-06,1,1,1,1.000,1,1,,3,,2026-08-06,Adajan,Ghod Dod
9108725548,9108608170,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Ghod Dod
9108725548,9108722382,2026-08-06,1,1,1,1.000,1,1,,2,,2026-08-06,Adajan,Adajan
9108725546,9108725542,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725546,9108725540,2026-08-06,1,1,1,1.000,1,1,,1,,2026-08-10,Adajan,Adajan
9108725546,9108725541,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725546,9108725545,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725546,9108725544,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725546,9108725543,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725546,9108725547,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725546,9108723763,2026-08-06,1,1,2,1.000,1,2,,4,,2026-08-06,Adajan,Navsari
9108725546,9108747510,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725546,9108597748,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725546,9108679562,2026-08-06,1,1,1,1.000,1,1,,1,,2026-08-06,Adajan,Adajan
9108725546,9108738832,2026-08-06,1,1,1,1.000,1,1,,1,,2026-08-06,Adajan,Adajan
9108725546,9108725552,2026-08-06,1,1,1,1.000,1,1,,3,,2026-08-06,Adajan,Ghod Dod
9108725546,9108608170,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Ghod Dod
9108725546,9108722382,2026-08-06,1,1,1,1.000,1,1,,2,,2026-08-06,Adajan,Adajan
9108725542,9108725540,2026-08-06,1,1,1,1.000,1,1,,1,,2026-08-10,Adajan,Adajan
9108725542,9108725541,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725542,9108725545,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725542,9108725544,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725542,9108725543,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725542,9108725547,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725542,9108723763,2026-08-06,1,1,2,1.000,1,2,,4,,2026-08-06,Adajan,Navsari
9108725542,9108747510,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725542,9108597748,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725542,9108679562,2026-08-06,1,1,1,1.000,1,1,,1,,2026-08-06,Adajan,Adajan
9108725542,9108738832,2026-08-06,1,1,1,1.000,1,1,,1,,2026-08-06,Adajan,Adajan
9108725542,9108725552,2026-08-06,1,1,1,1.000,1,1,,3,,2026-08-06,Adajan,Ghod Dod
9108725542,9108608170,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Ghod Dod
9108725542,9108722382,2026-08-06,1,1,1,1.000,1,1,,2,,2026-08-06,Adajan,Adajan
9108725540,9108725541,2026-08-06,1,1,1,1.000,1,1,1,,2026-08-10,,Adajan,Adajan
9108725540,9108725545,2026-08-06,1,1,1,1.000,1,1,1,,2026-08-10,,Adajan,Adajan
9108725540,9108725544,2026-08-06,1,1,1,1.000,1,1,1,,2026-08-10,,Adajan,Adajan
9108725540,9108725543,2026-08-06,1,1,1,1.000,1,1,1,,2026-08-10,,Adajan,Adajan
9108725540,9108725547,2026-08-06,1,1,1,1.000,1,1,1,,2026-08-10,,Adajan,Adajan
9108725540,9108723763,2026-08-06,1,1,2,1.000,1,2,1,4,2026-08-10,2026-08-06,Adajan,Navsari
9108725540,9108747510,2026-08-06,1,1,1,1.000,1,1,1,,2026-08-10,,Adajan,Adajan
9108725540,9108597748,2026-08-06,1,1,1,1.000,1,1,1,,2026-08-10,,Adajan,Adajan
9108725540,9108679562,2026-08-06,1,1,1,1.000,1,1,1,1,2026-08-10,2026-08-06,Adajan,Adajan
9108725540,9108738832,2026-08-06,1,1,1,1.000,1,1,1,1,2026-08-10,2026-08-06,Adajan,Adajan
9108725540,9108725552,2026-08-06,1,1,1,1.000,1,1,1,3,2026-08-10,2026-08-06,Adajan,Ghod Dod
9108725540,9108608170,2026-08-06,1,1,1,1.000,1,1,1,,2026-08-10,,Adajan,Ghod Dod
9108725540,9108722382,2026-08-06,1,1,1,1.000,1,1,1,2,2026-08-10,2026-08-06,Adajan,Adajan
9108725541,9108725545,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725541,9108725544,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725541,9108725543,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725541,9108725547,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725541,9108723763,2026-08-06,1,1,2,1.000,1,2,,4,,2026-08-06,Adajan,Navsari
9108725541,9108747510,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725541,9108597748,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725541,9108679562,2026-08-06,1,1,1,1.000,1,1,,1,,2026-08-06,Adajan,Adajan
9108725541,9108738832,2026-08-06,1,1,1,1.000,1,1,,1,,2026-08-06,Adajan,Adajan
9108725541,9108725552,2026-08-06,1,1,1,1.000,1,1,,3,,2026-08-06,Adajan,Ghod Dod
9108725541,9108608170,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Ghod Dod
9108725541,9108722382,2026-08-06,1,1,1,1.000,1,1,,2,,2026-08-06,Adajan,Adajan
9108725545,9108725544,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725545,9108725543,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725545,9108725547,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725545,9108723763,2026-08-06,1,1,2,1.000,1,2,,4,,2026-08-06,Adajan,Navsari
9108725545,9108747510,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725545,9108597748,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725545,9108679562,2026-08-06,1,1,1,1.000,1,1,,1,,2026-08-06,Adajan,Adajan
9108725545,9108738832,2026-08-06,1,1,1,1.000,1,1,,1,,2026-08-06,Adajan,Adajan
9108725545,9108725552,2026-08-06,1,1,1,1.000,1,1,,3,,2026-08-06,Adajan,Ghod Dod
9108725545,9108608170,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Ghod Dod
9108725545,9108722382,2026-08-06,1,1,1,1.000,1,1,,2,,2026-08-06,Adajan,Adajan
9108725544,9108725543,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725544,9108725547,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725544,9108723763,2026-08-06,1,1,2,1.000,1,2,,4,,2026-08-06,Adajan,Navsari
9108725544,9108747510,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725544,9108597748,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725544,9108679562,2026-08-06,1,1,1,1.000,1,1,,1,,2026-08-06,Adajan,Adajan
9108725544,9108738832,2026-08-06,1,1,1,1.000,1,1,,1,,2026-08-06,Adajan,Adajan
9108725544,9108725552,2026-08-06,1,1,1,1.000,1,1,,3,,2026-08-06,Adajan,Ghod Dod
9108725544,9108608170,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Ghod Dod
9108725544,9108722382,2026-08-06,1,1,1,1.000,1,1,,2,,2026-08-06,Adajan,Adajan
9108725543,9108725547,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725543,9108723763,2026-08-06,1,1,2,1.000,1,2,,4,,2026-08-06,Adajan,Navsari
9108725543,9108747510,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725543,9108597748,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725543,9108679562,2026-08-06,1,1,1,1.000,1,1,,1,,2026-08-06,Adajan,Adajan
9108725543,9108738832,2026-08-06,1,1,1,1.000,1,1,,1,,2026-08-06,Adajan,Adajan
9108725543,9108725552,2026-08-06,1,1,1,1.000,1,1,,3,,2026-08-06,Adajan,Ghod Dod
9108725543,9108608170,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Ghod Dod
9108725543,9108722382,2026-08-06,1,1,1,1.000,1,1,,2,,2026-08-06,Adajan,Adajan
9108725547,9108723763,2026-08-06,1,1,2,1.000,1,2,,4,,2026-08-06,Adajan,Navsari
9108725547,9108747510,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725547,9108597748,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108725547,9108679562,2026-08-06,1,1,1,1.000,1,1,,1,,2026-08-06,Adajan,Adajan
9108725547,9108738832,2026-08-06,1,1,1,1.000,1,1,,1,,2026-08-06,Adajan,Adajan
9108725547,9108725552,2026-08-06,1,1,1,1.000,1,1,,3,,2026-08-06,Adajan,Ghod Dod
9108725547,9108608170,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Ghod Dod
9108725547,9108722382,2026-08-06,1,1,1,1.000,1,1,,2,,2026-08-06,Adajan,Adajan
9108723763,9108747510,2026-08-06,1,2,1,1.000,2,1,4,,2026-08-06,,Navsari,Adajan
9108723763,9108597748,2026-08-06,1,2,1,1.000,2,1,4,,2026-08-06,,Navsari,Adajan
9108723763,9108679562,2026-08-06,1,2,1,1.000,2,1,4,1,2026-08-06,2026-08-06,Navsari,Adajan
9108723763,9108738832,2026-08-06,1,2,1,1.000,2,1,4,1,2026-08-06,2026-08-06,Navsari,Adajan
9108723763,9108725552,2026-08-06,1,2,1,1.000,2,1,4,3,2026-08-06,2026-08-06,Navsari,Ghod Dod
9108723763,9108608170,2026-08-06,1,2,1,1.000,2,1,4,,2026-08-06,,Navsari,Ghod Dod
9108723763,9108722382,2026-08-06,1,2,1,1.000,2,1,4,2,2026-08-06,2026-08-06,Navsari,Adajan
9108747510,9108597748,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Adajan
9108747510,9108679562,2026-08-06,1,1,1,1.000,1,1,,1,,2026-08-06,Adajan,Adajan
9108747510,9108738832,2026-08-06,1,1,1,1.000,1,1,,1,,2026-08-06,Adajan,Adajan
9108747510,9108725552,2026-08-06,1,1,1,1.000,1,1,,3,,2026-08-06,Adajan,Ghod Dod
9108747510,9108608170,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Ghod Dod
9108747510,9108722382,2026-08-06,1,1,1,1.000,1,1,,2,,2026-08-06,Adajan,Adajan
9108597748,9108679562,2026-08-06,1,1,1,1.000,1,1,,1,,2026-08-06,Adajan,Adajan
9108597748,9108738832,2026-08-06,1,1,1,1.000,1,1,,1,,2026-08-06,Adajan,Adajan
9108597748,9108725552,2026-08-06,1,1,1,1.000,1,1,,3,,2026-08-06,Adajan,Ghod Dod
9108597748,9108608170,2026-08-06,1,1,1,1.000,1,1,,,,,Adajan,Ghod Dod
9108597748,9108722382,2026-08-06,1,1,1,1.000,1,1,,2,,2026-08-06,Adajan,Adajan
9108679562,9108738832,2026-08-06,1,1,1,1.000,1,1,1,1,2026-08-06,2026-08-06,Adajan,Adajan
9108679562,9108725552,2026-08-06,1,1,1,1.000,1,1,1,3,2026-08-06,2026-08-06,Adajan,Ghod Dod
9108679562,9108608170,2026-08-06,1,1,1,1.000,1,1,1,,2026-08-06,,Adajan,Ghod Dod
9108679562,9108722382,2026-08-06,1,1,1,1.000,1,1,1,2,2026-08-06,2026-08-06,Adajan,Adajan
9108738832,9108725552,2026-08-06,1,1,1,1.000,1,1,1,3,2026-08-06,2026-08-06,Adajan,Ghod Dod
9108738832,9108608170,2026-08-06,1,1,1,1.000,1,1,1,,2026-08-06,,Adajan,Ghod Dod
9108738832,9108722382,2026-08-06,1,1,1,1.000,1,1,1,2,2026-08-06,2026-08-06,Adajan,Adajan
9108725552,9108608170,2026-08-06,1,1,1,1.000,1,1,3,,2026-08-06,,Ghod Dod,Ghod Dod
9108725552,9108722382,2026-08-06,1,1,1,1.000,1,1,3,2,2026-08-06,2026-08-06,Ghod Dod,Adajan
9108608170,9108722382,2026-08-06,1,1,1,1.000,1,1,,2,,2026-08-06,Ghod Dod,Adajan
9108712655,9108739464,2026-08-06,1,2,4,0.500,2,4,3,1,2026-08-06,2026-08-07,Ghod Dod,Adajan
9108712655,9108732879,2026-08-06,1,2,4,0.500,2,4,3,3,2026-08-06,2026-08-06,Ghod Dod,Adajan
9108712655,9108693056,2026-08-06,1,2,14,0.500,2,14,3,1,2026-08-06,2026-08-07,Ghod Dod,Ghod Dod
9108739464,9108732879,2026-08-06,2,4,4,0.500,4,4,1,3,2026-08-07,2026-08-06,Adajan,Adajan
9108739464,9108693056,2026-08-06,3,4,14,0.750,4,14,1,1,2026-08-07,2026-08-07,Adajan,Ghod Dod
9108732879,9108693056,2026-08-06,2,4,14,0.500,4,14,3,1,2026-08-06,2026-08-07,Adajan,Ghod Dod
9108722484,9108582399,2026-08-06,1,1,44,1.000,1,46,1,4,2026-08-07,2026-08-07,Adajan,Navsari
9108722484,9108583192,2026-08-06,1,1,2,1.000,1,2,1,4,2026-08-07,2026-08-07,Adajan,Bardoli
9108722484,9108714140,2026-08-06,1,1,2,1.000,1,2,1,4,2026-08-07,2026-08-06,Adajan,Navsari
9108722484,9108754003,2026-08-06,1,1,9,1.000,1,9,1,2,2026-08-07,2026-08-06,Adajan,Adajan
9108722484,9108705047,2026-08-06,1,1,28,1.000,1,29,1,4,2026-08-07,2026-08-06,Adajan,Bardoli
9108582399,9108714140,2026-08-06,1,44,2,0.500,46,2,4,4,2026-08-07,2026-08-06,Navsari,Navsari
9108583192,9108714140,2026-08-06,1,2,2,0.500,2,2,4,4,2026-08-07,2026-08-06,Bardoli,Navsari
9108583192,9108754003,2026-08-06,1,2,9,0.500,2,9,4,2,2026-08-07,2026-08-06,Bardoli,Adajan
9108583192,9108705047,2026-08-06,1,2,28,0.500,2,29,4,4,2026-08-07,2026-08-06,Bardoli,Bardoli
9108714140,9108754003,2026-08-06,1,2,9,0.500,2,9,4,2,2026-08-06,2026-08-06,Navsari,Adajan
9108714140,9108705047,2026-08-06,1,2,28,0.500,2,29,4,4,2026-08-06,2026-08-06,Navsari,Bardoli
9108727951,9108739463,2026-08-06,6,12,22,0.500,12,22,3,1,2026-08-06,2026-08-07,Adajan,Ghod Dod
9108727951,9108739462,2026-08-06,8,12,14,0.667,12,14,3,1,2026-08-06,2026-08-07,Adajan,Udhana
9108727951,9108717458,2026-08-06,6,12,10,0.600,12,10,3,1,2026-08-06,2026-08-07,Adajan,Ghod Dod
9108727951,9108608177,2026-08-06,6,12,9,0.667,12,10,3,3,2026-08-06,2026-08-06,Adajan,Ghod Dod
9108717458,9108608177,2026-08-06,7,10,9,0.778,10,10,1,3,2026-08-07,2026-08-06,Ghod Dod,Ghod Dod
9108727951,9108608174,2026-08-06,2,12,2,1.000,12,2,3,3,2026-08-06,2026-08-06,Adajan,Adajan
9108739463,9108608174,2026-08-06,1,22,2,0.500,22,2,1,3,2026-08-07,2026-08-06,Ghod Dod,Adajan
9108739462,9108608174,2026-08-06,1,14,2,0.500,14,2,1,3,2026-08-07,2026-08-06,Udhana,Adajan
9108674271,9108667979,2026-08-06,1,9,2,0.500,9,2,4,1,2026-08-06,2026-08-06,Chikhli,Udhana
9108674271,9108733221,2026-08-06,2,9,3,0.667,9,3,4,1,2026-08-06,2026-08-07,Chikhli,Ghod Dod
9108667979,9108693056,2026-08-06,2,2,14,1.000,2,14,1,1,2026-08-06,2026-08-07,Udhana,Ghod Dod
9108667979,9108733221,2026-08-06,1,2,3,0.500,2,3,1,1,2026-08-06,2026-08-07,Udhana,Ghod Dod
9108693056,9108733221,2026-08-06,3,14,3,1.000,14,3,1,1,2026-08-07,2026-08-07,Ghod Dod,Ghod Dod
9108674271,9108705076,2026-08-06,1,9,1,1.000,9,5,4,,2026-08-06,,Chikhli,Ghod Dod
9108674271,9108744347,2026-08-06,1,9,1,1.000,9,1,4,,2026-08-06,,Chikhli,Ghod Dod
9108674271,9108740565,2026-08-06,1,9,1,1.000,9,1,4,,2026-08-06,,Chikhli,Ghod Dod
9108674271,9108728131,2026-08-06,1,9,1,1.000,9,1,4,,2026-08-06,,Chikhli,Ghod Dod
9108674271,9108709932,2026-08-06,1,9,1,1.000,9,1,4,,2026-08-06,,Chikhli,Ghod Dod
9108674271,9108671391,2026-08-06,1,9,1,1.000,9,1,4,,2026-08-06,,Chikhli,Ghod Dod
9108674271,9108725564,2026-08-06,1,9,1,1.000,9,1,4,3,2026-08-06,2026-08-06,Chikhli,Varachha
9108674271,9108713076,2026-08-06,1,9,1,1.000,9,1,4,2,2026-08-06,2026-08-06,Chikhli,Varachha
9108705076,9108744347,2026-08-06,1,1,1,1.000,5,1,,,,,Ghod Dod,Ghod Dod
9108705076,9108740565,2026-08-06,1,1,1,1.000,5,1,,,,,Ghod Dod,Ghod Dod
9108705076,9108728131,2026-08-06,1,1,1,1.000,5,1,,,,,Ghod Dod,Ghod Dod
9108705076,9108709932,2026-08-06,1,1,1,1.000,5,1,,,,,Ghod Dod,Ghod Dod
9108705076,9108671391,2026-08-06,1,1,1,1.000,5,1,,,,,Ghod Dod,Ghod Dod
9108705076,9108725564,2026-08-06,1,1,1,1.000,5,1,,3,,2026-08-06,Ghod Dod,Varachha
9108705076,9108693056,2026-08-06,1,1,14,1.000,5,14,,1,,2026-08-07,Ghod Dod,Ghod Dod
9108705076,9108733221,2026-08-06,1,1,3,1.000,5,3,,1,,2026-08-07,Ghod Dod,Ghod Dod
9108705076,9108713076,2026-08-06,1,1,1,1.000,5,1,,2,,2026-08-06,Ghod Dod,Varachha
9108744347,9108740565,2026-08-06,1,1,1,1.000,1,1,,,,,Ghod Dod,Ghod Dod
9108744347,9108728131,2026-08-06,1,1,1,1.000,1,1,,,,,Ghod Dod,Ghod Dod
9108744347,9108709932,2026-08-06,1,1,1,1.000,1,1,,,,,Ghod Dod,Ghod Dod
9108744347,9108671391,2026-08-06,1,1,1,1.000,1,1,,,,,Ghod Dod,Ghod Dod
9108744347,9108725564,2026-08-06,1,1,1,1.000,1,1,,3,,2026-08-06,Ghod Dod,Varachha
9108744347,9108693056,2026-08-06,1,1,14,1.000,1,14,,1,,2026-08-07,Ghod Dod,Ghod Dod
9108744347,9108733221,2026-08-06,1,1,3,1.000,1,3,,1,,2026-08-07,Ghod Dod,Ghod Dod
9108744347,9108713076,2026-08-06,1,1,1,1.000,1,1,,2,,2026-08-06,Ghod Dod,Varachha
9108740565,9108728131,2026-08-06,1,1,1,1.000,1,1,,,,,Ghod Dod,Ghod Dod
9108740565,9108709932,2026-08-06,1,1,1,1.000,1,1,,,,,Ghod Dod,Ghod Dod
9108740565,9108671391,2026-08-06,1,1,1,1.000,1,1,,,,,Ghod Dod,Ghod Dod
9108740565,9108725564,2026-08-06,1,1,1,1.000,1,1,,3,,2026-08-06,Ghod Dod,Varachha
9108740565,9108693056,2026-08-06,1,1,14,1.000,1,14,,1,,2026-08-07,Ghod Dod,Ghod Dod
9108740565,9108733221,2026-08-06,1,1,3,1.000,1,3,,1,,2026-08-07,Ghod Dod,Ghod Dod
9108740565,9108713076,2026-08-06,1,1,1,1.000,1,1,,2,,2026-08-06,Ghod Dod,Varachha
9108728131,9108709932,2026-08-06,1,1,1,1.000,1,1,,,,,Ghod Dod,Ghod Dod
9108728131,9108671391,2026-08-06,1,1,1,1.000,1,1,,,,,Ghod Dod,Ghod Dod
9108728131,9108725564,2026-08-06,1,1,1,1.000,1,1,,3,,2026-08-06,Ghod Dod,Varachha
9108728131,9108693056,2026-08-06,1,1,14,1.000,1,14,,1,,2026-08-07,Ghod Dod,Ghod Dod
9108728131,9108733221,2026-08-06,1,1,3,1.000,1,3,,1,,2026-08-07,Ghod Dod,Ghod Dod
9108728131,9108713076,2026-08-06,1,1,1,1.000,1,1,,2,,2026-08-06,Ghod Dod,Varachha
9108709932,9108671391,2026-08-06,1,1,1,1.000,1,1,,,,,Ghod Dod,Ghod Dod
9108709932,9108725564,2026-08-06,1,1,1,1.000,1,1,,3,,2026-08-06,Ghod Dod,Varachha
9108709932,9108693056,2026-08-06,1,1,14,1.000,1,14,,1,,2026-08-07,Ghod Dod,Ghod Dod
9108709932,9108733221,2026-08-06,1,1,3,1.000,1,3,,1,,2026-08-07,Ghod Dod,Ghod Dod
9108709932,9108713076,2026-08-06,1,1,1,1.000,1,1,,2,,2026-08-06,Ghod Dod,Varachha
9108671391,9108725564,2026-08-06,1,1,1,1.000,1,1,,3,,2026-08-06,Ghod Dod,Varachha
9108671391,9108693056,2026-08-06,1,1,14,1.000,1,14,,1,,2026-08-07,Ghod Dod,Ghod Dod
9108671391,9108733221,2026-08-06,1,1,3,1.000,1,3,,1,,2026-08-07,Ghod Dod,Ghod Dod
9108671391,9108713076,2026-08-06,1,1,1,1.000,1,1,,2,,2026-08-06,Ghod Dod,Varachha
9108725564,9108693056,2026-08-06,1,1,14,1.000,1,14,3,1,2026-08-06,2026-08-07,Varachha,Ghod Dod
9108725564,9108733221,2026-08-06,1,1,3,1.000,1,3,3,1,2026-08-06,2026-08-07,Varachha,Ghod Dod
9108725564,9108713076,2026-08-06,1,1,1,1.000,1,1,3,2,2026-08-06,2026-08-06,Varachha,Varachha
9108693056,9108713076,2026-08-06,1,14,1,1.000,14,1,1,2,2026-08-07,2026-08-06,Ghod Dod,Varachha
9108733221,9108713076,2026-08-06,1,3,1,1.000,3,1,1,2,2026-08-07,2026-08-06,Ghod Dod,Varachha
9108674271,9108681393,2026-08-06,1,9,1,1.000,9,1,4,2,2026-08-06,2026-08-06,Chikhli,Ghod Dod
9108665331,9108725960,2026-08-06,3,21,4,0.750,22,4,2,3,2026-08-06,2026-08-06,Adajan,Adajan
9108740285,9108722442,2026-08-06,6,11,13,0.545,11,18,1,4,2026-08-07,2026-08-06,Ghod Dod,Bharuch
9108740285,9108687797,2026-08-06,4,11,4,1.000,11,4,1,4,2026-08-07,2026-08-06,Ghod Dod,Bharuch
9108722442,9108687797,2026-08-06,4,13,4,1.000,18,4,4,4,2026-08-06,2026-08-06,Bharuch,Bharuch
9108722442,9108769700,2026-08-06,7,13,12,0.583,18,12,4,3,2026-08-06,2026-08-08,Bharuch,Adajan
9108687797,9108769700,2026-08-06,4,4,12,1.000,4,12,4,3,2026-08-06,2026-08-08,Bharuch,Adajan
9108760404,9108753323,2026-08-06,5,24,8,0.625,25,8,4,4,2026-08-07,2026-08-07,Chikhli,Navsari
9108760404,9108727948,2026-08-06,5,24,9,0.556,25,10,4,4,2026-08-07,2026-08-06,Chikhli,Chikhli
9108760404,9108742464,2026-08-06,3,24,5,0.600,25,5,4,4,2026-08-07,2026-08-07,Chikhli,Navsari
9108759007,9108742464,2026-08-06,3,17,5,0.600,17,5,4,4,2026-08-06,2026-08-07,Chikhli,Navsari
9108753323,9108727948,2026-08-06,7,8,9,0.875,8,10,4,4,2026-08-07,2026-08-06,Navsari,Chikhli
9108753323,9108742464,2026-08-06,4,8,5,0.800,8,5,4,4,2026-08-07,2026-08-07,Navsari,Navsari
9108753323,9108670095,2026-08-06,7,8,29,0.875,8,30,4,4,2026-08-07,2026-08-07,Navsari,Chikhli
