obdA,obdB,bucketIstDay,sharedDistinctSkus,distinctSkusA,distinctSkusB,containment,activeLinesA,activeLinesB,windowA,windowB,targetDateA,targetDateB,routeA,routeB
9108056775,9108128806,2026-07-06,1,1,3,1.000,1,3,,,,,Adajan,Varachha
9108056775,9107866678,2026-07-06,1,1,3,1.000,1,4,,,,,Adajan,Ghod Dod
9108056775,9107866673,2026-07-06,1,1,15,1.000,1,15,,,,,Adajan,Ghod Dod
9108056775,9108104918,2026-07-06,1,1,9,1.000,1,9,,,,,Adajan,Adajan
9108056775,9108098932,2026-07-06,1,1,15,1.000,1,17,,,,,Adajan,Varachha
9108056775,9108124223,2026-07-06,1,1,10,1.000,1,13,,,,,Adajan,Varachha
9108039569,9108047655,2026-07-06,1,1,3,1.000,1,3,,,,,Adajan,Adajan
9108039569,9108084336,2026-07-06,1,1,8,1.000,1,8,,,,,Adajan,Adajan
9108039569,9107778797,2026-07-06,1,1,13,1.000,1,13,,,,,Adajan,Adajan
9108039569,9108111302,2026-07-06,1,1,22,1.000,1,22,,,,,Adajan,Varachha
9108039569,9106729551,2026-07-06,1,1,8,1.000,1,8,,,,,Adajan,Varachha
9108039569,9108025357,2026-07-06,1,1,2,1.000,1,2,,,,,Adajan,Ghod Dod
9108039569,9108084541,2026-07-06,1,1,31,1.000,1,32,,2,,2026-07-13,Adajan,Varachha
9108039569,9108109807,2026-07-06,1,1,13,1.000,1,13,,,,,Adajan,Adajan
9108039569,9108097915,2026-07-06,1,1,6,1.000,1,6,,,,,Adajan,Ghod Dod
9108039569,9108011496,2026-07-06,1,1,6,1.000,1,6,,,,,Adajan,Adajan
9108039569,9108058640,2026-07-06,1,1,8,1.000,1,10,,,,,Adajan,Kamrej
9108039569,9108058638,2026-07-06,1,1,10,1.000,1,10,,,,,Adajan,Adajan
9108039569,9108096834,2026-07-06,1,1,6,1.000,1,6,,,,,Adajan,Ghod Dod
9108039569,9108090637,2026-07-06,1,1,11,1.000,1,11,,,,,Adajan,Ghod Dod
9108039569,9108025195,2026-07-06,1,1,61,1.000,1,64,,,,,Adajan,
9108039569,9108025576,2026-07-06,1,1,19,1.000,1,20,,,,,Adajan,Adajan
9108039569,9108104923,2026-07-06,1,1,12,1.000,1,12,,,,,Adajan,Adajan
9108039569,9108104915,2026-07-06,1,1,16,1.000,1,17,,,,,Adajan,Adajan
9108039569,9108045979,2026-07-06,1,1,7,1.000,1,9,,,,,Adajan,Kamrej
9108039569,9106718188,2026-07-06,1,1,15,1.000,1,15,,,,,Adajan,Adajan
9108039569,9108115509,2026-07-06,1,1,16,1.000,1,16,,,,,Adajan,Adajan
9108039569,9108010135,2026-07-06,1,1,10,1.000,1,11,,,,,Adajan,Adajan
9108039569,9108010134,2026-07-06,1,1,25,1.000,1,26,,,,,Adajan,Adajan
9108039569,9108105124,2026-07-06,1,1,7,1.000,1,7,,,,,Adajan,Adajan
9108039569,9108010132,2026-07-06,1,1,8,1.000,1,8,,,,,Adajan,Adajan
9108039569,9108046149,2026-07-06,1,1,12,1.000,1,12,,,,,Adajan,Adajan
9108039569,9108039391,2026-07-06,1,1,18,1.000,1,18,,,,,Adajan,Ghod Dod
9108039569,9108117723,2026-07-06,1,1,25,1.000,1,26,,,,,Adajan,Vansda
9108039569,9108103656,2026-07-06,1,1,6,1.000,1,6,,,,,Adajan,Adajan
9108039569,9108070427,2026-07-06,1,1,7,1.000,1,7,,,,,Adajan,Adajan
9108039569,9108106741,2026-07-06,1,1,23,1.000,1,26,,,,,Adajan,Bardoli
9108039569,9108124220,2026-07-06,1,1,9,1.000,1,9,,,,,Adajan,Navsari
9108039569,9108124221,2026-07-06,1,1,4,1.000,1,4,,,,,Adajan,Navsari
9108039569,9108060066,2026-07-06,1,1,11,1.000,1,12,,,,,Adajan,Navsari
9108039569,9108128806,2026-07-06,1,1,3,1.000,1,3,,,,,Adajan,Varachha
9108039569,9107866678,2026-07-06,1,1,3,1.000,1,4,,,,,Adajan,Ghod Dod
9108039569,9107866673,2026-07-06,1,1,15,1.000,1,15,,,,,Adajan,Ghod Dod
9108039569,9108104918,2026-07-06,1,1,9,1.000,1,9,,,,,Adajan,Adajan
9108039569,9108098932,2026-07-06,1,1,15,1.000,1,17,,,,,Adajan,Varachha
9108039569,9108124223,2026-07-06,1,1,10,1.000,1,13,,,,,Adajan,Varachha
9108047655,9108084336,2026-07-06,3,3,8,1.000,3,8,,,,,Adajan,Adajan
9108047655,9107778797,2026-07-06,3,3,13,1.000,3,13,,,,,Adajan,Adajan
9108047655,9108111302,2026-07-06,3,3,22,1.000,3,22,,,,,Adajan,Varachha
9108047655,9106729551,2026-07-06,3,3,8,1.000,3,8,,,,,Adajan,Varachha
9108047655,9108025357,2026-07-06,1,3,2,0.500,3,2,,,,,Adajan,Ghod Dod
9108047655,9108084541,2026-07-06,3,3,31,1.000,3,32,,2,,2026-07-13,Adajan,Varachha
9108047655,9108109807,2026-07-06,3,3,13,1.000,3,13,,,,,Adajan,Adajan
9108047655,9108097915,2026-07-06,3,3,6,1.000,3,6,,,,,Adajan,Ghod Dod
9108047655,9108011496,2026-07-06,3,3,6,1.000,3,6,,,,,Adajan,Adajan
9108047655,9108058640,2026-07-06,2,3,8,0.667,3,10,,,,,Adajan,Kamrej
9108047655,9108058638,2026-07-06,2,3,10,0.667,3,10,,,,,Adajan,Adajan
9108047655,9108090637,2026-07-06,3,3,11,1.000,3,11,,,,,Adajan,Ghod Dod
9108047655,9108025195,2026-07-06,3,3,61,1.000,3,64,,,,,Adajan,
9108047655,9108025576,2026-07-06,3,3,19,1.000,3,20,,,,,Adajan,Adajan
9108047655,9108104923,2026-07-06,3,3,12,1.000,3,12,,,,,Adajan,Adajan
9108047655,9108104915,2026-07-06,3,3,16,1.000,3,17,,,,,Adajan,Adajan
9108047655,9108045979,2026-07-06,2,3,7,0.667,3,9,,,,,Adajan,Kamrej
9108047655,9106718188,2026-07-06,3,3,15,1.000,3,15,,,,,Adajan,Adajan
9108047655,9108115509,2026-07-06,3,3,16,1.000,3,16,,,,,Adajan,Adajan
9108047655,9108010135,2026-07-06,3,3,10,1.000,3,11,,,,,Adajan,Adajan
9108047655,9108010134,2026-07-06,2,3,25,0.667,3,26,,,,,Adajan,Adajan
9108047655,9108105124,2026-07-06,3,3,7,1.000,3,7,,,,,Adajan,Adajan
9108047655,9108010132,2026-07-06,3,3,8,1.000,3,8,,,,,Adajan,Adajan
9108047655,9108046149,2026-07-06,3,3,12,1.000,3,12,,,,,Adajan,Adajan
9108047655,9108039391,2026-07-06,2,3,18,0.667,3,18,,,,,Adajan,Ghod Dod
9108047655,9108117723,2026-07-06,2,3,25,0.667,3,26,,,,,Adajan,Vansda
9108047655,9108103656,2026-07-06,2,3,6,0.667,3,6,,,,,Adajan,Adajan
9108047655,9108070427,2026-07-06,3,3,7,1.000,3,7,,,,,Adajan,Adajan
9108047655,9108106741,2026-07-06,3,3,23,1.000,3,26,,,,,Adajan,Bardoli
9108047655,9108124220,2026-07-06,3,3,9,1.000,3,9,,,,,Adajan,Navsari
9108047655,9108124221,2026-07-06,3,3,4,1.000,3,4,,,,,Adajan,Navsari
9108047655,9108060066,2026-07-06,3,3,11,1.000,3,12,,,,,Adajan,Navsari
9108047655,9108128806,2026-07-06,3,3,3,1.000,3,3,,,,,Adajan,Varachha
9108047655,9107866678,2026-07-06,3,3,3,1.000,3,4,,,,,Adajan,Ghod Dod
9108047655,9107866673,2026-07-06,3,3,15,1.000,3,15,,,,,Adajan,Ghod Dod
9108047655,9108104918,2026-07-06,3,3,9,1.000,3,9,,,,,Adajan,Adajan
9108047655,9108098932,2026-07-06,3,3,15,1.000,3,17,,,,,Adajan,Varachha
9108084336,9107778797,2026-07-06,7,8,13,0.875,8,13,,,,,Adajan,Adajan
9108084336,9108111302,2026-07-06,7,8,22,0.875,8,22,,,,,Adajan,Varachha
9108084336,9108025357,2026-07-06,1,8,2,0.500,8,2,,,,,Adajan,Ghod Dod
9108084336,9108097915,2026-07-06,3,8,6,0.500,8,6,,,,,Adajan,Ghod Dod
9108084336,9108011496,2026-07-06,3,8,6,0.500,8,6,,,,,Adajan,Adajan
9108084336,9108058640,2026-07-06,5,8,8,0.625,8,10,,,,,Adajan,Kamrej
9108084336,9108090637,2026-07-06,4,8,11,0.500,8,11,,,,,Adajan,Ghod Dod
9108084336,9108025195,2026-07-06,7,8,61,0.875,8,64,,,,,Adajan,
9108084336,9108025576,2026-07-06,6,8,19,0.750,8,20,,,,,Adajan,Adajan
9108084336,9108104915,2026-07-06,6,8,16,0.750,8,17,,,,,Adajan,Adajan
9108084336,9108045979,2026-07-06,5,8,7,0.714,8,9,,,,,Adajan,Kamrej
9108084336,9106718188,2026-07-06,5,8,15,0.625,8,15,,,,,Adajan,Adajan
9108084336,9108115509,2026-07-06,5,8,16,0.625,8,16,,,,,Adajan,Adajan
9108084336,9108010135,2026-07-06,7,8,10,0.875,8,11,,,,,Adajan,Adajan
9108084336,9108010134,2026-07-06,4,8,25,0.500,8,26,,,,,Adajan,Adajan
9108084336,9108105124,2026-07-06,5,8,7,0.714,8,7,,,,,Adajan,Adajan
9108084336,9108010132,2026-07-06,7,8,8,0.875,8,8,,,,,Adajan,Adajan
9108084336,9108046149,2026-07-06,6,8,12,0.750,8,12,,,,,Adajan,Adajan
9108084336,9108070427,2026-07-06,4,8,7,0.571,8,7,,,,,Adajan,Adajan
9108084336,9108106741,2026-07-06,6,8,23,0.750,8,26,,,,,Adajan,Bardoli
9108084336,9108124220,2026-07-06,7,8,9,0.875,8,9,,,,,Adajan,Navsari
9108084336,9108124221,2026-07-06,3,8,4,0.750,8,4,,,,,Adajan,Navsari
9108084336,9108128806,2026-07-06,3,8,3,1.000,8,3,,,,,Adajan,Varachha
9108084336,9107866678,2026-07-06,3,8,3,1.000,8,4,,,,,Adajan,Ghod Dod
9108084336,9107866673,2026-07-06,7,8,15,0.875,8,15,,,,,Adajan,Ghod Dod
9108084336,9108104918,2026-07-06,7,8,9,0.875,8,9,,,,,Adajan,Adajan
9108084336,9108098932,2026-07-06,7,8,15,0.875,8,17,,,,,Adajan,Varachha
9108084336,9108124223,2026-07-06,4,8,10,0.500,8,13,,,,,Adajan,Varachha
9107778797,9108111302,2026-07-06,10,13,22,0.769,13,22,,,,,Adajan,Varachha
9107778797,9106729551,2026-07-06,4,13,8,0.500,13,8,,,,,Adajan,Varachha
9107778797,9108025357,2026-07-06,1,13,2,0.500,13,2,,,,,Adajan,Ghod Dod
9107778797,9108097915,2026-07-06,3,13,6,0.500,13,6,,,,,Adajan,Ghod Dod
9107778797,9108011496,2026-07-06,5,13,6,0.833,13,6,,,,,Adajan,Adajan
9107778797,9108058640,2026-07-06,6,13,8,0.750,13,10,,,,,Adajan,Kamrej
9107778797,9108096834,2026-07-06,3,13,6,0.500,13,6,,,,,Adajan,Ghod Dod
9107778797,9108025195,2026-07-06,12,13,61,0.923,13,64,,,,,Adajan,
9107778797,9108025576,2026-07-06,9,13,19,0.692,13,20,,,,,Adajan,Adajan
9107778797,9108104915,2026-07-06,7,13,16,0.538,13,17,,,,,Adajan,Adajan
9107778797,9108045979,2026-07-06,6,13,7,0.857,13,9,,,,,Adajan,Kamrej
9107778797,9108010135,2026-07-06,8,13,10,0.800,13,11,,,,,Adajan,Adajan
9107778797,9108105124,2026-07-06,5,13,7,0.714,13,7,,,,,Adajan,Adajan
9107778797,9108010132,2026-07-06,8,13,8,1.000,13,8,,,,,Adajan,Adajan
9107778797,9108046149,2026-07-06,7,13,12,0.583,13,12,,,,,Adajan,Adajan
9107778797,9108103656,2026-07-06,3,13,6,0.500,13,6,,,,,Adajan,Adajan
9107778797,9108070427,2026-07-06,4,13,7,0.571,13,7,,,,,Adajan,Adajan
9107778797,9108106741,2026-07-06,8,13,23,0.615,13,26,,,,,Adajan,Bardoli
9107778797,9108124220,2026-07-06,8,13,9,0.889,13,9,,,,,Adajan,Navsari
9107778797,9108124221,2026-07-06,3,13,4,0.750,13,4,,,,,Adajan,Navsari
9107778797,9108128806,2026-07-06,3,13,3,1.000,13,3,,,,,Adajan,Varachha
9107778797,9107866678,2026-07-06,3,13,3,1.000,13,4,,,,,Adajan,Ghod Dod
9107778797,9107866673,2026-07-06,10,13,15,0.769,13,15,,,,,Adajan,Ghod Dod
9107778797,9108104918,2026-07-06,9,13,9,1.000,13,9,,,,,Adajan,Adajan
9107778797,9108098932,2026-07-06,8,13,15,0.615,13,17,,,,,Adajan,Varachha
9107778797,9108124223,2026-07-06,5,13,10,0.500,13,13,,,,,Adajan,Varachha
9108111302,9106729551,2026-07-06,8,22,8,1.000,22,8,,,,,Varachha,Varachha
9108111302,9108025357,2026-07-06,1,22,2,0.500,22,2,,,,,Varachha,Ghod Dod
9108111302,9108084541,2026-07-06,12,22,31,0.545,22,32,,2,,2026-07-13,Varachha,Varachha
9108111302,9108097915,2026-07-06,3,22,6,0.500,22,6,,,,,Varachha,Ghod Dod
9108111302,9108011496,2026-07-06,5,22,6,0.833,22,6,,,,,Varachha,Adajan
9108111302,9108058640,2026-07-06,6,22,8,0.750,22,10,,,,,Varachha,Kamrej
9108111302,9108025195,2026-07-06,14,22,61,0.636,22,64,,,,,Varachha,
9108111302,9108104915,2026-07-06,9,22,16,0.563,22,17,,,,,Varachha,Adajan
9108111302,9108045979,2026-07-06,6,22,7,0.857,22,9,,,,,Varachha,Kamrej
9108111302,9108010135,2026-07-06,8,22,10,0.800,22,11,,,,,Varachha,Adajan
9108111302,9108105124,2026-07-06,6,22,7,0.857,22,7,,,,,Varachha,Adajan
9108111302,9108010132,2026-07-06,8,22,8,1.000,22,8,,,,,Varachha,Adajan
9108111302,9108046149,2026-07-06,9,22,12,0.750,22,12,,,,,Varachha,Adajan
9108111302,9108070427,2026-07-06,4,22,7,0.571,22,7,,,,,Varachha,Adajan
9108111302,9108124220,2026-07-06,9,22,9,1.000,22,9,,,,,Varachha,Navsari
9108111302,9108124221,2026-07-06,3,22,4,0.750,22,4,,,,,Varachha,Navsari
9108111302,9108128806,2026-07-06,3,22,3,1.000,22,3,,,,,Varachha,Varachha
9108111302,9107866678,2026-07-06,3,22,3,1.000,22,4,,,,,Varachha,Ghod Dod
9108111302,9107866673,2026-07-06,9,22,15,0.600,22,15,,,,,Varachha,Ghod Dod
9108111302,9108104918,2026-07-06,9,22,9,1.000,22,9,,,,,Varachha,Adajan
9108111302,9108098932,2026-07-06,11,22,15,0.733,22,17,,,,,Varachha,Varachha
9108111302,9108124223,2026-07-06,6,22,10,0.600,22,13,,,,,Varachha,Varachha
9106729551,9108025357,2026-07-06,1,8,2,0.500,8,2,,,,,Varachha,Ghod Dod
9106729551,9108084541,2026-07-06,8,8,31,1.000,8,32,,2,,2026-07-13,Varachha,Varachha
9106729551,9108109807,2026-07-06,5,8,13,0.625,8,13,,,,,Varachha,Adajan
9106729551,9108097915,2026-07-06,3,8,6,0.500,8,6,,,,,Varachha,Ghod Dod
9106729551,9108011496,2026-07-06,3,8,6,0.500,8,6,,,,,Varachha,Adajan
9106729551,9108025195,2026-07-06,6,8,61,0.750,8,64,,,,,Varachha,
9106729551,9108046149,2026-07-06,5,8,12,0.625,8,12,,,,,Varachha,Adajan
9106729551,9108124221,2026-07-06,3,8,4,0.750,8,4,,,,,Varachha,Navsari
9106729551,9108060066,2026-07-06,5,8,11,0.625,8,12,,,,,Varachha,Navsari
9106729551,9108128806,2026-07-06,3,8,3,1.000,8,3,,,,,Varachha,Varachha
9106729551,9107866678,2026-07-06,3,8,3,1.000,8,4,,,,,Varachha,Ghod Dod
9108025357,9108084541,2026-07-06,1,2,31,0.500,2,32,,2,,2026-07-13,Ghod Dod,Varachha
9108025357,9108109807,2026-07-06,1,2,13,0.500,2,13,,,,,Ghod Dod,Adajan
9108025357,9108097915,2026-07-06,1,2,6,0.500,2,6,,,,,Ghod Dod,Ghod Dod
9108025357,9108011496,2026-07-06,1,2,6,0.500,2,6,,,,,Ghod Dod,Adajan
9108025357,9108058640,2026-07-06,1,2,8,0.500,2,10,,,,,Ghod Dod,Kamrej
9108025357,9108058638,2026-07-06,1,2,10,0.500,2,10,,,,,Ghod Dod,Adajan
9108025357,9108096834,2026-07-06,1,2,6,0.500,2,6,,,,,Ghod Dod,Ghod Dod
9108025357,9108090637,2026-07-06,1,2,11,0.500,2,11,,,,,Ghod Dod,Ghod Dod
9108025357,9108025195,2026-07-06,1,2,61,0.500,2,64,,,,,Ghod Dod,
9108025357,9108025576,2026-07-06,1,2,19,0.500,2,20,,,,,Ghod Dod,Adajan
9108025357,9108104923,2026-07-06,1,2,12,0.500,2,12,,,,,Ghod Dod,Adajan
9108025357,9108104915,2026-07-06,1,2,16,0.500,2,17,,,,,Ghod Dod,Adajan
9108025357,9108045979,2026-07-06,1,2,7,0.500,2,9,,,,,Ghod Dod,Kamrej
9108025357,9106718188,2026-07-06,1,2,15,0.500,2,15,,,,,Ghod Dod,Adajan
9108025357,9108115509,2026-07-06,1,2,16,0.500,2,16,,,,,Ghod Dod,Adajan
9108025357,9108010135,2026-07-06,1,2,10,0.500,2,11,,,,,Ghod Dod,Adajan
9108025357,9108010134,2026-07-06,1,2,25,0.500,2,26,,,,,Ghod Dod,Adajan
9108025357,9108105124,2026-07-06,1,2,7,0.500,2,7,,,,,Ghod Dod,Adajan
9108025357,9108010132,2026-07-06,1,2,8,0.500,2,8,,,,,Ghod Dod,Adajan
9108025357,9108046149,2026-07-06,1,2,12,0.500,2,12,,,,,Ghod Dod,Adajan
9108025357,9108039391,2026-07-06,1,2,18,0.500,2,18,,,,,Ghod Dod,Ghod Dod
9108025357,9108117723,2026-07-06,1,2,25,0.500,2,26,,,,,Ghod Dod,Vansda
9108025357,9108103656,2026-07-06,1,2,6,0.500,2,6,,,,,Ghod Dod,Adajan
9108025357,9108070427,2026-07-06,1,2,7,0.500,2,7,,,,,Ghod Dod,Adajan
9108025357,9108106741,2026-07-06,1,2,23,0.500,2,26,,,,,Ghod Dod,Bardoli
9108025357,9108124220,2026-07-06,1,2,9,0.500,2,9,,,,,Ghod Dod,Navsari
9108025357,9108124221,2026-07-06,1,2,4,0.500,2,4,,,,,Ghod Dod,Navsari
9108025357,9108060066,2026-07-06,1,2,11,0.500,2,12,,,,,Ghod Dod,Navsari
9108025357,9108128806,2026-07-06,1,2,3,0.500,2,3,,,,,Ghod Dod,Varachha
9108025357,9107866678,2026-07-06,1,2,3,0.500,2,4,,,,,Ghod Dod,Ghod Dod
9108025357,9107866673,2026-07-06,1,2,15,0.500,2,15,,,,,Ghod Dod,Ghod Dod
9108025357,9108104918,2026-07-06,1,2,9,0.500,2,9,,,,,Ghod Dod,Adajan
9108025357,9108098932,2026-07-06,1,2,15,0.500,2,17,,,,,Ghod Dod,Varachha
9108025357,9108124223,2026-07-06,1,2,10,0.500,2,13,,,,,Ghod Dod,Varachha
9108084541,9108097915,2026-07-06,3,31,6,0.500,32,6,2,,2026-07-13,,Varachha,Ghod Dod
9108084541,9108011496,2026-07-06,3,31,6,0.500,32,6,2,,2026-07-13,,Varachha,Adajan
9108084541,9108046149,2026-07-06,6,31,12,0.500,32,12,2,,2026-07-13,,Varachha,Adajan
9108084541,9108124221,2026-07-06,3,31,4,0.750,32,4,2,,2026-07-13,,Varachha,Navsari
9108084541,9108128806,2026-07-06,3,31,3,1.000,32,3,2,,2026-07-13,,Varachha,Varachha
9108084541,9107866678,2026-07-06,3,31,3,1.000,32,4,2,,2026-07-13,,Varachha,Ghod Dod
9108109807,9108097915,2026-07-06,4,13,6,0.667,13,6,,,,,Adajan,Ghod Dod
9108109807,9108011496,2026-07-06,4,13,6,0.667,13,6,,,,,Adajan,Adajan
9108109807,9108046149,2026-07-06,6,13,12,0.500,13,12,,,,,Adajan,Adajan
9108109807,9108124221,2026-07-06,4,13,4,1.000,13,4,,,,,Adajan,Navsari
9108109807,9108060066,2026-07-06,6,13,11,0.545,13,12,,,,,Adajan,Navsari
9108109807,9108128806,2026-07-06,3,13,3,1.000,13,3,,,,,Adajan,Varachha
9108109807,9107866678,2026-07-06,3,13,3,1.000,13,4,,,,,Adajan,Ghod Dod
9108097915,9108011496,2026-07-06,4,6,6,0.667,6,6,,,,,Ghod Dod,Adajan
9108097915,9108090637,2026-07-06,3,6,11,0.500,6,11,,,,,Ghod Dod,Ghod Dod
9108097915,9108025195,2026-07-06,5,6,61,0.833,6,64,,,,,Ghod Dod,
9108097915,9108025576,2026-07-06,6,6,19,1.000,6,20,,,,,Ghod Dod,Adajan
9108097915,9108104923,2026-07-06,3,6,12,0.500,6,12,,,,,Ghod Dod,Adajan
9108097915,9108104915,2026-07-06,5,6,16,0.833,6,17,,,,,Ghod Dod,Adajan
9108097915,9106718188,2026-07-06,3,6,15,0.500,6,15,,,,,Ghod Dod,Adajan
9108097915,9108115509,2026-07-06,3,6,16,0.500,6,16,,,,,Ghod Dod,Adajan
9108097915,9108010135,2026-07-06,3,6,10,0.500,6,11,,,,,Ghod Dod,Adajan
9108097915,9108010134,2026-07-06,3,6,25,0.500,6,26,,,,,Ghod Dod,Adajan
9108097915,9108105124,2026-07-06,3,6,7,0.500,6,7,,,,,Ghod Dod,Adajan
9108097915,9108010132,2026-07-06,3,6,8,0.500,6,8,,,,,Ghod Dod,Adajan
9108097915,9108046149,2026-07-06,3,6,12,0.500,6,12,,,,,Ghod Dod,Adajan
9108097915,9108070427,2026-07-06,3,6,7,0.500,6,7,,,,,Ghod Dod,Adajan
9108097915,9108106741,2026-07-06,4,6,23,0.667,6,26,,,,,Ghod Dod,Bardoli
9108097915,9108124220,2026-07-06,3,6,9,0.500,6,9,,,,,Ghod Dod,Navsari
9108097915,9108124221,2026-07-06,4,6,4,1.000,6,4,,,,,Ghod Dod,Navsari
9108097915,9108060066,2026-07-06,3,6,11,0.500,6,12,,,,,Ghod Dod,Navsari
9108097915,9108128806,2026-07-06,3,6,3,1.000,6,3,,,,,Ghod Dod,Varachha
9108097915,9107866678,2026-07-06,3,6,3,1.000,6,4,,,,,Ghod Dod,Ghod Dod
9108097915,9107866673,2026-07-06,3,6,15,0.500,6,15,,,,,Ghod Dod,Ghod Dod
9108097915,9108104918,2026-07-06,3,6,9,0.500,6,9,,,,,Ghod Dod,Adajan
9108097915,9108098932,2026-07-06,4,6,15,0.667,6,17,,,,,Ghod Dod,Varachha
9108011496,9108058640,2026-07-06,3,6,8,0.500,6,10,,,,,Adajan,Kamrej
9108011496,9108090637,2026-07-06,3,6,11,0.500,6,11,,,,,Adajan,Ghod Dod
9108011496,9108025195,2026-07-06,6,6,61,1.000,6,64,,,,,Adajan,
9108011496,9108025576,2026-07-06,6,6,19,1.000,6,20,,,,,Adajan,Adajan
9108011496,9108104923,2026-07-06,3,6,12,0.500,6,12,,,,,Adajan,Adajan
9108011496,9108104915,2026-07-06,5,6,16,0.833,6,17,,,,,Adajan,Adajan
9108011496,9108045979,2026-07-06,3,6,7,0.500,6,9,,,,,Adajan,Kamrej
9108011496,9106718188,2026-07-06,3,6,15,0.500,6,15,,,,,Adajan,Adajan
9108011496,9108115509,2026-07-06,3,6,16,0.500,6,16,,,,,Adajan,Adajan
9108011496,9108010135,2026-07-06,4,6,10,0.667,6,11,,,,,Adajan,Adajan
9108011496,9108010134,2026-07-06,4,6,25,0.667,6,26,,,,,Adajan,Adajan
9108011496,9108105124,2026-07-06,3,6,7,0.500,6,7,,,,,Adajan,Adajan
9108011496,9108010132,2026-07-06,4,6,8,0.667,6,8,,,,,Adajan,Adajan
9108011496,9108046149,2026-07-06,4,6,12,0.667,6,12,,,,,Adajan,Adajan
9108011496,9108039391,2026-07-06,3,6,18,0.500,6,18,,,,,Adajan,Ghod Dod
9108011496,9108117723,2026-07-06,3,6,25,0.500,6,26,,,,,Adajan,Vansda
9108011496,9108070427,2026-07-06,3,6,7,0.500,6,7,,,,,Adajan,Adajan
9108011496,9108106741,2026-07-06,6,6,23,1.000,6,26,,,,,Adajan,Bardoli
9108011496,9108124220,2026-07-06,4,6,9,0.667,6,9,,,,,Adajan,Navsari
9108011496,9108124221,2026-07-06,4,6,4,1.000,6,4,,,,,Adajan,Navsari
9108011496,9108060066,2026-07-06,3,6,11,0.500,6,12,,,,,Adajan,Navsari
9108011496,9108128806,2026-07-06,3,6,3,1.000,6,3,,,,,Adajan,Varachha
9108011496,9107866678,2026-07-06,3,6,3,1.000,6,4,,,,,Adajan,Ghod Dod
9108011496,9107866673,2026-07-06,5,6,15,0.833,6,15,,,,,Adajan,Ghod Dod
9108011496,9108104918,2026-07-06,5,6,9,0.833,6,9,,,,,Adajan,Adajan
9108011496,9108098932,2026-07-06,4,6,15,0.667,6,17,,,,,Adajan,Varachha
9108058640,9108025195,2026-07-06,6,8,61,0.750,10,64,,,,,Kamrej,
9108058640,9108025576,2026-07-06,5,8,19,0.625,10,20,,,,,Kamrej,Adajan
9108058640,9108104915,2026-07-06,5,8,16,0.625,10,17,,,,,Kamrej,Adajan
9108058640,9108045979,2026-07-06,7,8,7,1.000,10,9,,,,,Kamrej,Kamrej
9108058640,9106718188,2026-07-06,4,8,15,0.500,10,15,,,,,Kamrej,Adajan
9108058640,9108115509,2026-07-06,4,8,16,0.500,10,16,,,,,Kamrej,Adajan
9108058640,9108010135,2026-07-06,5,8,10,0.625,10,11,,,,,Kamrej,Adajan
9108058640,9108105124,2026-07-06,4,8,7,0.571,10,7,,,,,Kamrej,Adajan
9108058640,9108010132,2026-07-06,5,8,8,0.625,10,8,,,,,Kamrej,Adajan
9108058640,9108046149,2026-07-06,4,8,12,0.500,10,12,,,,,Kamrej,Adajan
9108058640,9108106741,2026-07-06,5,8,23,0.625,10,26,,,,,Kamrej,Bardoli
9108058640,9108124220,2026-07-06,5,8,9,0.625,10,9,,,,,Kamrej,Navsari
9108058640,9108124221,2026-07-06,2,8,4,0.500,10,4,,,,,Kamrej,Navsari
9108058640,9108128806,2026-07-06,2,8,3,0.667,10,3,,,,,Kamrej,Varachha
9108058640,9107866678,2026-07-06,2,8,3,0.667,10,4,,,,,Kamrej,Ghod Dod
9108058640,9107866673,2026-07-06,6,8,15,0.750,10,15,,,,,Kamrej,Ghod Dod
9108058640,9108104918,2026-07-06,6,8,9,0.750,10,9,,,,,Kamrej,Adajan
9108058640,9108098932,2026-07-06,5,8,15,0.625,10,17,,,,,Kamrej,Varachha
9108058638,9108090637,2026-07-06,5,10,11,0.500,10,11,,,,,Adajan,Ghod Dod
9108058638,9108025195,2026-07-06,6,10,61,0.600,10,64,,,,,Adajan,
9108058638,9108104923,2026-07-06,6,10,12,0.600,10,12,,,,,Adajan,Adajan
9108058638,9108104915,2026-07-06,6,10,16,0.600,10,17,,,,,Adajan,Adajan
9108058638,9106718188,2026-07-06,6,10,15,0.600,10,15,,,,,Adajan,Adajan
9108058638,9108115509,2026-07-06,6,10,16,0.600,10,16,,,,,Adajan,Adajan
9108058638,9108124221,2026-07-06,2,10,4,0.500,10,4,,,,,Adajan,Navsari
9108058638,9108128806,2026-07-06,2,10,3,0.667,10,3,,,,,Adajan,Varachha
9108058638,9107866678,2026-07-06,2,10,3,0.667,10,4,,,,,Adajan,Ghod Dod
9108096834,9108025195,2026-07-06,3,6,61,0.500,6,64,,,,,Ghod Dod,
9108090637,9108025195,2026-07-06,7,11,61,0.636,11,64,,,,,Ghod Dod,
9108090637,9108104923,2026-07-06,6,11,12,0.545,11,12,,,,,Ghod Dod,Adajan
9108090637,9108104915,2026-07-06,7,11,16,0.636,11,17,,,,,Ghod Dod,Adajan
9108090637,9106718188,2026-07-06,6,11,15,0.545,11,15,,,,,Ghod Dod,Adajan
9108090637,9108115509,2026-07-06,6,11,16,0.545,11,16,,,,,Ghod Dod,Adajan
