liveKey,currentFamily,currentSubProduct,currentUiGroup,baseColour,displayName,proposedFamily,proposedUiGroup,proposedSubProduct,matchConfidence,note
LUXURIO|||MATT|||BRILLIANT WHITE,LUXURIO,MATT,,BRILLIANT WHITE,Luxurio Matt,LUXURIO,,MATT,HIGH,[family+subProduct+baseColour] no grouping change
LUXURIO|||MATT|||90 BASE,LUXURIO,MATT,,90 BASE,Luxurio Matt,LUXURIO,,MATT,HIGH,[family+subProduct+baseColour] no grouping change
LUXURIO|||MATT|||93 BASE,LUXURIO,MATT,,93 BASE,Luxurio Matt,LUXURIO,,MATT,HIGH,[family+subProduct+baseColour] no grouping change
LUXURIO|||GLOSS|||BRILLIANT WHITE,LUXURIO,GLOSS,,BRILLIANT WHITE,Luxurio Gloss,LUXURIO,,GLOSS,HIGH,[family+subProduct+baseColour] no grouping change
LUXURIO|||GLOSS|||90 BASE,LUXURIO,GLOSS,,90 BASE,Luxurio Gloss,LUXURIO,,GLOSS,HIGH,[family+subProduct+baseColour] no grouping change
LUXURIO|||GLOSS|||93 BASE,LUXURIO,GLOSS,,93 BASE,Luxurio Gloss,LUXURIO,,GLOSS,HIGH,[family+subProduct+baseColour] no grouping change
LUXURIO|||SEALER|||BRILLIANT WHITE,LUXURIO,SEALER,,BRILLIANT WHITE,Luxurio Sealer,LUXURIO,,SEALER,HIGH,[family+subProduct+baseColour] no grouping change
LUXURIO|||MATT|||BLACK,LUXURIO,MATT,,BLACK,Luxurio Matt,LUXURIO,,MATT,HIGH,[family+subProduct+baseColour] no grouping change
2K PU|||MATT|||BRILLIANT WHITE,2K PU,MATT,,BRILLIANT WHITE,2K PU Matt,2K PU,,MATT,HIGH,[family+subProduct+baseColour] no grouping change
2K PU|||MATT|||90 BASE,2K PU,MATT,,90 BASE,2K PU Matt,2K PU,,MATT,HIGH,[family+subProduct+baseColour] no grouping change
2K PU|||MATT|||93 BASE,2K PU,MATT,,93 BASE,2K PU Matt,2K PU,,MATT,HIGH,[family+subProduct+baseColour] no grouping change
LUXURIO|||GLOSS|||BLACK,LUXURIO,GLOSS,,BLACK,Luxurio Gloss,LUXURIO,,GLOSS,HIGH,[family+subProduct+baseColour] no grouping change
2K PU|||GLOSS|||BRILLIANT WHITE,2K PU,GLOSS,,BRILLIANT WHITE,2K PU Gloss,2K PU,,GLOSS,HIGH,[family+subProduct+baseColour] no grouping change
2K PU|||GLOSS|||90 BASE,2K PU,GLOSS,,90 BASE,2K PU Gloss,2K PU,,GLOSS,HIGH,[family+subProduct+baseColour] no grouping change
2K PU|||GLOSS|||93 BASE,2K PU,GLOSS,,93 BASE,2K PU Gloss,2K PU,,GLOSS,HIGH,[family+subProduct+baseColour] no grouping change
2K PU|||GLOSS|||93 BASE CLR,2K PU,GLOSS,,93 BASE CLR,2K PU Gloss,2K PU,,GLOSS,HIGH,[family+subProduct+baseColour] no grouping change
2K PU|||SEALER|||,2K PU,SEALER,,,2K PU Sealer,2K PU,,SEALER,HIGH,[family+subProduct+baseColour] no grouping change
2K PU|||PRIMER SURFACER|||BRILLIANT WHITE,2K PU,PRIMER SURFACER,,BRILLIANT WHITE,2K PU Primer Surfacer,2K PU,,PRIMER SURFACER,HIGH,[family+subProduct+baseColour] no grouping change
2K PU|||2K PU THINNER|||,2K PU,2K PU THINNER,,,2K PU Thinner,2K PU,,2K PU THINNER,HIGH,[family+subProduct+baseColour] no grouping change
PU PRIME|||MATT|||BRILLIANT WHITE,PU PRIME,MATT,,BRILLIANT WHITE,PU Prime Matt,PU PRIME,,MATT,HIGH,[family+subProduct+baseColour] no grouping change
PU PRIME|||MATT|||90 BASE,PU PRIME,MATT,,90 BASE,PU Prime Matt,PU PRIME,,MATT,HIGH,[family+subProduct+baseColour] no grouping change
PU PRIME|||MATT|||93 BASE,PU PRIME,MATT,,93 BASE,PU Prime Matt,PU PRIME,,MATT,HIGH,[family+subProduct+baseColour] no grouping change
2K PU|||GLOSS|||BLACK,2K PU,GLOSS,,BLACK,2K PU Gloss,2K PU,,GLOSS,HIGH,[family+subProduct+baseColour] no grouping change
PU PRIME|||GLOSS|||BRILLIANT WHITE,PU PRIME,GLOSS,,BRILLIANT WHITE,PU Prime Gloss,PU PRIME,,GLOSS,HIGH,[family+subProduct+baseColour] no grouping change
PU PRIME|||GLOSS|||90 BASE,PU PRIME,GLOSS,,90 BASE,PU Prime Gloss,PU PRIME,,GLOSS,HIGH,[family+subProduct+baseColour] no grouping change
PU PRIME|||GLOSS|||93 BASE,PU PRIME,GLOSS,,93 BASE,PU Prime Gloss,PU PRIME,,GLOSS,HIGH,[family+subProduct+baseColour] no grouping change
PU PRIME|||SEALER|||,PU PRIME,SEALER,,,PU Prime Sealer,PU PRIME,,SEALER,HIGH,[family+subProduct+baseColour] no grouping change
PU PRIME|||MULTI PURPOSE THINNER|||,PU PRIME,MULTI PURPOSE THINNER,,,Multi Purpose Thinner,PU PRIME,,MULTI PURPOSE THINNER,HIGH,[family+subProduct+baseColour] no grouping change
NC|||NC LACQUER|||,NC,NC LACQUER,,,NC Lacquer,NC,,NC LACQUER,HIGH,[family+subProduct+baseColour] no grouping change
NC|||NC OPAQUE|||,NC,NC OPAQUE,,,NC Opaque,NC,,NC OPAQUE,HIGH,[family+subProduct+baseColour] no grouping change
NC|||SYNTHETIC VARNISH|||,NC,SYNTHETIC VARNISH,,,Synthetic Varnish,NC,,SYNTHETIC VARNISH,HIGH,[family+subProduct+baseColour] no grouping change
NC|||NC 1KPU GLOSS|||,NC,NC 1KPU GLOSS,,,NC 1kpu Gloss,NC,,NC 1KPU GLOSS,HIGH,[family+subProduct+baseColour] no grouping change
NC|||NC SANDING SEALER|||,NC,NC SANDING SEALER,,,NC Sanding Sealer,NC,,NC SANDING SEALER,HIGH,[family+subProduct+baseColour] no grouping change
NC|||NC WOOD THINNER|||,NC,NC WOOD THINNER,,,NC Wood Thinner,NC,,NC WOOD THINNER,HIGH,[family+subProduct+baseColour] no grouping change
NC|||NC NECOL|||BRILLIANT WHITE,NC,NC NECOL,,BRILLIANT WHITE,NC Necol,NC,,NC NECOL,HIGH,[family+subProduct+baseColour] no grouping change
NC|||NC NECOL CLEAR|||,NC,NC NECOL CLEAR,,,NC Necol Clear,NC,,NC NECOL CLEAR,HIGH,[family+subProduct+baseColour] no grouping change
NC|||NC NECOL THINNER|||,NC,NC NECOL THINNER,,,NC Necol Thinner,NC,,NC NECOL THINNER,HIGH,[family+subProduct+baseColour] no grouping change
MELAMINE|||MELAMINE GLOSS|||,MELAMINE,MELAMINE GLOSS,,,Melamine Gloss,MELAMINE,,MELAMINE GLOSS,HIGH,[family+subProduct+baseColour] no grouping change
MELAMINE|||MELAMINE MATT|||,MELAMINE,MELAMINE MATT,,,Melamine Matt,MELAMINE,,MELAMINE MATT,HIGH,[family+subProduct+baseColour] no grouping change
MELAMINE|||MELAMINE SEALER|||,MELAMINE,MELAMINE SEALER,,,Melamine Sealer,MELAMINE,,MELAMINE SEALER,HIGH,[family+subProduct+baseColour] no grouping change
MELAMINE|||MELAMINE THINNER|||,MELAMINE,MELAMINE THINNER,,,Melamine Thinner,MELAMINE,,MELAMINE THINNER,HIGH,[family+subProduct+baseColour] no grouping change
NC|||NC NECOL|||BLACK,NC,NC NECOL,,BLACK,NC Necol,NC,,NC NECOL,HIGH,[family+subProduct+baseColour] no grouping change
WOOD STAIN|||WOOD STAIN|||WALNUT,WOOD STAIN,WOOD STAIN,,WALNUT,Wood Stain,WOOD STAIN,,WOOD STAIN,HIGH,[family+subProduct+baseColour] no grouping change
WOOD STAIN|||WOOD STAIN|||TEAK,WOOD STAIN,WOOD STAIN,,TEAK,Wood Stain,WOOD STAIN,,WOOD STAIN,HIGH,[family+subProduct+baseColour] no grouping change
WOOD STAIN|||WOOD STAIN|||ROSEWOOD,WOOD STAIN,WOOD STAIN,,ROSEWOOD,Wood Stain,WOOD STAIN,,WOOD STAIN,HIGH,[family+subProduct+baseColour] no grouping change
WOOD STAIN|||WOOD STAIN|||CHARCOAL,WOOD STAIN,WOOD STAIN,,CHARCOAL,Wood Stain,WOOD STAIN,,WOOD STAIN,HIGH,[family+subProduct+baseColour] no grouping change
WOOD FILLER|||WOOD FILLER|||BRILLIANT WHITE,WOOD FILLER,WOOD FILLER,,BRILLIANT WHITE,Wood Filler,WOOD FILLER,,WOOD FILLER,HIGH,[family+subProduct+baseColour] no grouping change
WOOD FILLER|||WOOD FILLER|||WALNUT,WOOD FILLER,WOOD FILLER,,WALNUT,Wood Filler,WOOD FILLER,,WOOD FILLER,HIGH,[family+subProduct+baseColour] no grouping change
WOOD FILLER|||WOOD FILLER|||TEAK,WOOD FILLER,WOOD FILLER,,TEAK,Wood Filler,WOOD FILLER,,WOOD FILLER,HIGH,[family+subProduct+baseColour] no grouping change
GLOSS|||GLOSS|||BRILLIANT WHITE,GLOSS,GLOSS,,BRILLIANT WHITE,Gloss,GLOSS,BASE,BASE,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→BASE, uiGroup ∅→BASE"
GLOSS|||GLOSS|||90 BASE,GLOSS,GLOSS,,90 BASE,Gloss,GLOSS,BASE,BASE,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→BASE, uiGroup ∅→BASE"
GLOSS|||GLOSS|||92 BASE,GLOSS,GLOSS,,92 BASE,Gloss,GLOSS,BASE,BASE,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→BASE, uiGroup ∅→BASE"
GLOSS|||GLOSS|||93 BASE,GLOSS,GLOSS,,93 BASE,Gloss,GLOSS,BASE,BASE,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→BASE, uiGroup ∅→BASE"
GLOSS|||GLOSS|||94 BASE,GLOSS,GLOSS,,94 BASE,Gloss,GLOSS,BASE,BASE,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→BASE, uiGroup ∅→BASE"
GLOSS|||GLOSS|||BLAZING WHITE,GLOSS,GLOSS,,BLAZING WHITE,Gloss,GLOSS,COLOUR,COLOUR,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→COLOUR, uiGroup ∅→COLOUR"
GLOSS|||GLOSS|||CLASSIC WHITE,GLOSS,GLOSS,,CLASSIC WHITE,Gloss,GLOSS,COLOUR,COLOUR,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→COLOUR, uiGroup ∅→COLOUR"
GLOSS|||GLOSS|||GREEN BASE,GLOSS,GLOSS,,GREEN BASE,Gloss,GLOSS,BASE,BASE,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→BASE, uiGroup ∅→BASE"
GLOSS|||GLOSS|||OFF WHITE,GLOSS,GLOSS,,OFF WHITE,Gloss,GLOSS,COLOUR,COLOUR,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→COLOUR, uiGroup ∅→COLOUR"
GLOSS|||GLOSS|||ROYAL IVORY,GLOSS,GLOSS,,ROYAL IVORY,Gloss,GLOSS,COLOUR,COLOUR,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→COLOUR, uiGroup ∅→COLOUR"
GLOSS|||GLOSS|||DA GREY,GLOSS,GLOSS,,DA GREY,Gloss,GLOSS,COLOUR,COLOUR,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→COLOUR, uiGroup ∅→COLOUR"
GLOSS|||GLOSS|||TRUCK BROWN,GLOSS,GLOSS,,TRUCK BROWN,Gloss,GLOSS,COLOUR,COLOUR,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→COLOUR, uiGroup ∅→COLOUR"
GLOSS|||GLOSS|||SAND STONE,GLOSS,GLOSS,,SAND STONE,Gloss,GLOSS,COLOUR,COLOUR,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→COLOUR, uiGroup ∅→COLOUR"
GLOSS|||GLOSS|||OPALINE GREEN,GLOSS,GLOSS,,OPALINE GREEN,Gloss,GLOSS,COLOUR,COLOUR,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→COLOUR, uiGroup ∅→COLOUR"
GLOSS|||GLOSS|||LEAF BROWN,GLOSS,GLOSS,,LEAF BROWN,Gloss,GLOSS,COLOUR,COLOUR,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→COLOUR, uiGroup ∅→COLOUR"
GLOSS|||GLOSS|||PALE CREAM,GLOSS,GLOSS,,PALE CREAM,Gloss,GLOSS,COLOUR,COLOUR,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→COLOUR, uiGroup ∅→COLOUR"
GLOSS|||GLOSS|||GOLDEN BROWN,GLOSS,GLOSS,,GOLDEN BROWN,Gloss,GLOSS,COLOUR,COLOUR,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→COLOUR, uiGroup ∅→COLOUR"
GLOSS|||GLOSS|||PO RED,GLOSS,GLOSS,,PO RED,Gloss,GLOSS,COLOUR,COLOUR,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→COLOUR, uiGroup ∅→COLOUR"
GLOSS|||GLOSS|||SMOKE GREY,GLOSS,GLOSS,,SMOKE GREY,Gloss,GLOSS,COLOUR,COLOUR,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→COLOUR, uiGroup ∅→COLOUR"
GLOSS|||GLOSS|||DARK BROWN,GLOSS,GLOSS,,DARK BROWN,Gloss,GLOSS,COLOUR,COLOUR,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→COLOUR, uiGroup ∅→COLOUR"
GLOSS|||GLOSS|||SKY BLUE,GLOSS,GLOSS,,SKY BLUE,Gloss,GLOSS,COLOUR,COLOUR,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→COLOUR, uiGroup ∅→COLOUR"
GLOSS|||GLOSS|||LIGHT GREY,GLOSS,GLOSS,,LIGHT GREY,Gloss,GLOSS,COLOUR,COLOUR,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→COLOUR, uiGroup ∅→COLOUR"
GLOSS|||GLOSS|||OXFORD BLUE,GLOSS,GLOSS,,OXFORD BLUE,Gloss,GLOSS,COLOUR,COLOUR,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→COLOUR, uiGroup ∅→COLOUR"
GLOSS|||GLOSS|||AQUAMARINE,GLOSS,GLOSS,,AQUAMARINE,Gloss,GLOSS,COLOUR,COLOUR,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→COLOUR, uiGroup ∅→COLOUR"
GLOSS|||GLOSS|||MIDDLE BUFF,GLOSS,GLOSS,,MIDDLE BUFF,Gloss,GLOSS,COLOUR,COLOUR,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→COLOUR, uiGroup ∅→COLOUR"
GLOSS|||GLOSS|||CHERRY,GLOSS,GLOSS,,CHERRY,Gloss,GLOSS,COLOUR,COLOUR,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→COLOUR, uiGroup ∅→COLOUR"
GLOSS|||GLOSS|||DEEP GREEN,GLOSS,GLOSS,,DEEP GREEN,Gloss,GLOSS,COLOUR,COLOUR,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→COLOUR, uiGroup ∅→COLOUR"
GLOSS|||GLOSS|||WILD PURPLE,GLOSS,GLOSS,,WILD PURPLE,Gloss,GLOSS,COLOUR,COLOUR,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→COLOUR, uiGroup ∅→COLOUR"
GLOSS|||GLOSS|||CASCADE GREEN,GLOSS,GLOSS,,CASCADE GREEN,Gloss,GLOSS,COLOUR,COLOUR,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→COLOUR, uiGroup ∅→COLOUR"
GLOSS|||GLOSS|||SIGNAL RED,GLOSS,GLOSS,,SIGNAL RED,Gloss,GLOSS,COLOUR,COLOUR,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→COLOUR, uiGroup ∅→COLOUR"
GLOSS|||GLOSS|||GOLDEN YELLOW,GLOSS,GLOSS,,GOLDEN YELLOW,Gloss,GLOSS,COLOUR,COLOUR,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→COLOUR, uiGroup ∅→COLOUR"
GLOSS|||GLOSS|||MINT GREEN,GLOSS,GLOSS,,MINT GREEN,Gloss,GLOSS,COLOUR,COLOUR,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→COLOUR, uiGroup ∅→COLOUR"
GLOSS|||GLOSS|||DEEP ORANGE,GLOSS,GLOSS,,DEEP ORANGE,Gloss,GLOSS,COLOUR,COLOUR,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→COLOUR, uiGroup ∅→COLOUR"
GLOSS|||GLOSS|||MAHOGANY,GLOSS,GLOSS,,MAHOGANY,Gloss,GLOSS,COLOUR,COLOUR,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→COLOUR, uiGroup ∅→COLOUR"
GLOSS|||GLOSS|||BUS GREEN,GLOSS,GLOSS,,BUS GREEN,Gloss,GLOSS,COLOUR,COLOUR,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→COLOUR, uiGroup ∅→COLOUR"
GLOSS|||GLOSS|||DAWN,GLOSS,GLOSS,,DAWN,Gloss,GLOSS,COLOUR,COLOUR,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→COLOUR, uiGroup ∅→COLOUR"
GLOSS|||GLOSS|||PHIROZA,GLOSS,GLOSS,,PHIROZA,Gloss,GLOSS,COLOUR,COLOUR,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→COLOUR, uiGroup ∅→COLOUR"
GLOSS|||GLOSS|||BLACK,GLOSS,GLOSS,,BLACK,Gloss,GLOSS,COLOUR,COLOUR,REVIEW,"matched via displayName+baseColour; [displayName+baseColour] subProduct GLOSS→COLOUR, uiGroup ∅→COLOUR"
SATIN|||SUPER SATIN|||BRILLIANT WHITE,SATIN,SUPER SATIN,,BRILLIANT WHITE,Super Satin (Oil Satin / Satin Finish),SATIN,SUPER SATIN (Oil),SUPER SATIN,HIGH,[family+subProduct+baseColour] uiGroup ∅→SUPER SATIN (Oil)
SATIN|||SUPER SATIN|||90 BASE,SATIN,SUPER SATIN,,90 BASE,Super Satin (Oil Satin / Satin Finish),SATIN,SUPER SATIN (Oil),SUPER SATIN,HIGH,[family+subProduct+baseColour] uiGroup ∅→SUPER SATIN (Oil)
SATIN|||SUPER SATIN|||92 BASE,SATIN,SUPER SATIN,,92 BASE,Super Satin (Oil Satin / Satin Finish),SATIN,SUPER SATIN (Oil),SUPER SATIN,HIGH,[family+subProduct+baseColour] uiGroup ∅→SUPER SATIN (Oil)
SATIN|||SUPER SATIN|||93 BASE,SATIN,SUPER SATIN,,93 BASE,Super Satin (Oil Satin / Satin Finish),SATIN,SUPER SATIN (Oil),SUPER SATIN,HIGH,[family+subProduct+baseColour] uiGroup ∅→SUPER SATIN (Oil)
SATIN|||SUPER SATIN|||94 BASE,SATIN,SUPER SATIN,,94 BASE,Super Satin (Oil Satin / Satin Finish),SATIN,SUPER SATIN (Oil),SUPER SATIN,HIGH,[family+subProduct+baseColour] uiGroup ∅→SUPER SATIN (Oil)
SATIN|||SUPER SATIN|||96 BASE,SATIN,SUPER SATIN,,96 BASE,Super Satin (Oil Satin / Satin Finish),SATIN,SUPER SATIN (Oil),SUPER SATIN,HIGH,[family+subProduct+baseColour] uiGroup ∅→SUPER SATIN (Oil)
SATIN|||SUPER SATIN|||97 BASE,SATIN,SUPER SATIN,,97 BASE,Super Satin (Oil Satin / Satin Finish),SATIN,SUPER SATIN (Oil),SUPER SATIN,HIGH,[family+subProduct+baseColour] uiGroup ∅→SUPER SATIN (Oil)
SATIN|||SATIN STAY BRIGHT|||BRILLIANT WHITE,SATIN,SATIN STAY BRIGHT,,BRILLIANT WHITE,Satin Stay Bright (WB Satin),SATIN,SATIN STAY BRIGHT (WB),SATIN STAY BRIGHT,HIGH,[family+subProduct+baseColour] uiGroup ∅→SATIN STAY BRIGHT (WB)
SATIN|||SATIN STAY BRIGHT|||90 BASE,SATIN,SATIN STAY BRIGHT,,90 BASE,Satin Stay Bright (WB Satin),SATIN,SATIN STAY BRIGHT (WB),SATIN STAY BRIGHT,HIGH,[family+subProduct+baseColour] uiGroup ∅→SATIN STAY BRIGHT (WB)
SATIN|||SATIN STAY BRIGHT|||92 BASE,SATIN,SATIN STAY BRIGHT,,92 BASE,Satin Stay Bright (WB Satin),SATIN,SATIN STAY BRIGHT (WB),SATIN STAY BRIGHT,HIGH,[family+subProduct+baseColour] uiGroup ∅→SATIN STAY BRIGHT (WB)
SATIN|||SATIN STAY BRIGHT|||93 BASE,SATIN,SATIN STAY BRIGHT,,93 BASE,Satin Stay Bright (WB Satin),SATIN,SATIN STAY BRIGHT (WB),SATIN STAY BRIGHT,HIGH,[family+subProduct+baseColour] uiGroup ∅→SATIN STAY BRIGHT (WB)
SATIN|||SATIN STAY BRIGHT|||94 BASE,SATIN,SATIN STAY BRIGHT,,94 BASE,Satin Stay Bright (WB Satin),SATIN,SATIN STAY BRIGHT (WB),SATIN STAY BRIGHT,HIGH,[family+subProduct+baseColour] uiGroup ∅→SATIN STAY BRIGHT (WB)
SATIN|||SATIN STAY BRIGHT|||97 BASE,SATIN,SATIN STAY BRIGHT,,97 BASE,Satin Stay Bright (WB Satin),SATIN,SATIN STAY BRIGHT (WB),SATIN STAY BRIGHT,HIGH,[family+subProduct+baseColour] uiGroup ∅→SATIN STAY BRIGHT (WB)
SATIN|||SUPER SATIN|||BROWN,SATIN,SUPER SATIN,,BROWN,Super Satin (Oil Satin / Satin Finish),SATIN,SUPER SATIN (Oil),SUPER SATIN,HIGH,[family+subProduct+baseColour] uiGroup ∅→SUPER SATIN (Oil)
SATIN|||SATIN STAY BRIGHT|||WALNUT,SATIN,SATIN STAY BRIGHT,,WALNUT,Satin Stay Bright (WB Satin),SATIN,SATIN STAY BRIGHT (WB),SATIN STAY BRIGHT,HIGH,[family+subProduct+baseColour] uiGroup ∅→SATIN STAY BRIGHT (WB)
SATIN|||SUPER SATIN|||TIMBER GOLDEN BROWN,SATIN,SUPER SATIN,,TIMBER GOLDEN BROWN,Super Satin (Oil Satin / Satin Finish),SATIN,SUPER SATIN (Oil),SUPER SATIN,HIGH,[family+subProduct+baseColour] uiGroup ∅→SUPER SATIN (Oil)
SATIN|||SUPER SATIN|||TEAK,SATIN,SUPER SATIN,,TEAK,Super Satin (Oil Satin / Satin Finish),SATIN,SUPER SATIN (Oil),SUPER SATIN,HIGH,[family+subProduct+baseColour] uiGroup ∅→SUPER SATIN (Oil)
SATIN|||SUPER SATIN|||RICH BROWN,SATIN,SUPER SATIN,,RICH BROWN,Super Satin (Oil Satin / Satin Finish),SATIN,SUPER SATIN (Oil),SUPER SATIN,HIGH,[family+subProduct+baseColour] uiGroup ∅→SUPER SATIN (Oil)
VT ETERNA|||ETERNA|||BASECOAT,VT ETERNA,ETERNA,,BASECOAT,VT Eterna,VT ETERNA,,ETERNA,HIGH,[family+subProduct+baseColour] no grouping change
SATIN|||SUPER SATIN|||MAHOGANY,SATIN,SUPER SATIN,,MAHOGANY,Super Satin (Oil Satin / Satin Finish),SATIN,SUPER SATIN (Oil),SUPER SATIN,HIGH,[family+subProduct+baseColour] uiGroup ∅→SUPER SATIN (Oil)
SATIN|||SUPER SATIN|||SPECIAL TEAK,SATIN,SUPER SATIN,,SPECIAL TEAK,Super Satin (Oil Satin / Satin Finish),SATIN,SUPER SATIN (Oil),SUPER SATIN,HIGH,[family+subProduct+baseColour] uiGroup ∅→SUPER SATIN (Oil)
SATIN|||SUPER SATIN|||BLACK,SATIN,SUPER SATIN,,BLACK,Super Satin (Oil Satin / Satin Finish),SATIN,SUPER SATIN (Oil),SUPER SATIN,HIGH,[family+subProduct+baseColour] uiGroup ∅→SUPER SATIN (Oil)
LUSTRE|||LUSTRE|||BRILLIANT WHITE,LUSTRE,LUSTRE,,BRILLIANT WHITE,Lustre,LUSTRE,,LUSTRE,HIGH,[family+subProduct+baseColour] no grouping change
LUSTRE|||LUSTRE|||90 BASE,LUSTRE,LUSTRE,,90 BASE,Lustre,LUSTRE,,LUSTRE,HIGH,[family+subProduct+baseColour] no grouping change
LUSTRE|||LUSTRE|||92 BASE,LUSTRE,LUSTRE,,92 BASE,Lustre,LUSTRE,,LUSTRE,HIGH,[family+subProduct+baseColour] no grouping change
LUSTRE|||LUSTRE|||94 BASE,LUSTRE,LUSTRE,,94 BASE,Lustre,LUSTRE,,LUSTRE,HIGH,[family+subProduct+baseColour] no grouping change
SATIN|||SATIN STAY BRIGHT|||BLACK,SATIN,SATIN STAY BRIGHT,,BLACK,Satin Stay Bright (WB Satin),SATIN,SATIN STAY BRIGHT (WB),SATIN STAY BRIGHT,HIGH,[family+subProduct+baseColour] uiGroup ∅→SATIN STAY BRIGHT (WB)
LUSTRE|||LUSTRE|||YELLOW BASE,LUSTRE,LUSTRE,,YELLOW BASE,Lustre,LUSTRE,,LUSTRE,HIGH,[family+subProduct+baseColour] no grouping change
MAX|||MAX|||BRILLIANT WHITE,MAX,MAX,,BRILLIANT WHITE,Dulux WS Max,WS,MAX,MAX,HIGH,"[WS(subProduct+baseColour)] family MAX→WS, uiGroup ∅→MAX"
MAX|||MAX|||90 BASE,MAX,MAX,,90 BASE,Dulux WS Max,WS,MAX,MAX,HIGH,"[WS(subProduct+baseColour)] family MAX→WS, uiGroup ∅→MAX"
MAX|||MAX|||92 BASE,MAX,MAX,,92 BASE,Dulux WS Max,WS,MAX,MAX,HIGH,"[WS(subProduct+baseColour)] family MAX→WS, uiGroup ∅→MAX"
MAX|||MAX|||93 BASE,MAX,MAX,,93 BASE,Dulux WS Max,WS,MAX,MAX,HIGH,"[WS(subProduct+baseColour)] family MAX→WS, uiGroup ∅→MAX"
MAX|||MAX|||94 BASE,MAX,MAX,,94 BASE,Dulux WS Max,WS,MAX,MAX,HIGH,"[WS(subProduct+baseColour)] family MAX→WS, uiGroup ∅→MAX"
MAX|||MAX|||95 BASE,MAX,MAX,,95 BASE,Dulux WS Max,WS,MAX,MAX,HIGH,"[WS(subProduct+baseColour)] family MAX→WS, uiGroup ∅→MAX"
MAX|||MAX|||96 BASE,MAX,MAX,,96 BASE,Dulux WS Max,WS,MAX,MAX,HIGH,"[WS(subProduct+baseColour)] family MAX→WS, uiGroup ∅→MAX"
MAX|||MAX|||97 BASE,MAX,MAX,,97 BASE,Dulux WS Max,WS,MAX,MAX,HIGH,"[WS(subProduct+baseColour)] family MAX→WS, uiGroup ∅→MAX"
MAX|||MAX|||98 BASE,MAX,MAX,,98 BASE,Dulux WS Max,WS,MAX,MAX,HIGH,"[WS(subProduct+baseColour)] family MAX→WS, uiGroup ∅→MAX"
MAX|||MAX|||PASTEL BASE,MAX,MAX,,PASTEL BASE,Dulux WS Max,WS,MAX,MAX,HIGH,"[WS(subProduct+baseColour)] family MAX→WS, uiGroup ∅→MAX"
MAX|||MAX|||YELLOW BASE,MAX,MAX,,YELLOW BASE,Dulux WS Max,WS,MAX,MAX,HIGH,"[WS(subProduct+baseColour)] family MAX→WS, uiGroup ∅→MAX"
